thermo
   300.000  1000.000  5000.000
nc7h16     2/10/95      c   7h  16    0    0g   300.000  5000.000 1391.000    61
 0.82984336e+04-0.15480180e+02 0.10515518e+01 0.25991980e-01 0.23800540e-05    3
-0.19609569e-07 0.93732470e-11 0.10631863e+05 0.21122559e+02 0.12087447e+05    4
c3h4              l12/92c   3h   4o   0n   0g   200.000  6000.000 1000.00      1
 6.31694869e+00 1.11336262e-02-3.96289018e-06 6.35633775e-10-3.78749885e-14    2
 2.01174617e+04-1.09718862e+01 2.61307487e+00 1.21223371e-02 1.85405400e-05    3
-3.45258475e-08 1.53353389e-11 2.15415642e+04 1.02503319e+01 2.29622672e+04    4
c3h5              bur 92c   3h   5o   0n   0g   200.000  6000.000 1000.00      1
 6.54761132e+00 1.33152246e-02-4.78333100e-06 7.71949814e-10-4.61930808e-14    2
 1.72714707e+04-9.27486841e+00 3.78794693e+00 9.48414335e-03 2.42343368e-05    3
-3.65604010e-08 1.48592356e-11 1.86261218e+04 7.82822499e+00 2.03259122e+04    4
ch2cho            110393o   1h   3c   2     g  0300.00   5000.00  1000.00      1
 0.05975670e+02 0.08130591e-01-0.02743624e-04 0.04070304e-08-0.02176017e-12    2
 0.04903218e+04-0.05045251e+02 0.03409062e+02 0.01073857e+00 0.01891492e-04    3
-0.07158583e-07 0.02867385e-10 0.01521477e+05 0.09558290e+02                   4
ch2co             121686c   2h   2o   1     g  0300.00   5000.00  1000.00      1
 0.06038817e+02 0.05804840e-01-0.01920954e-04 0.02794485e-08-0.01458868e-12    2
-0.08583402e+05-0.07657581e+02 0.02974971e+02 0.01211871e+00-0.02345046e-04    3
-0.06466685e-07 0.03905649e-10-0.07632637e+05 0.08673553e+02                   4
ch3o2      8/ 2/95 thermc   1h   3o   2    0g   300.000  5000.000 1385.00     11
 5.95787891e+00 7.90728626e-03-2.68246234e-06 4.13891337e-10-2.39007330e-14    2
-3.78224468e+02-3.53695139e+00 4.26146906e+00 1.00873599e-02-3.21506184e-06    3
 2.09409267e-10 4.18339103e-14 4.73129653e+02 6.34599067e+00                   4
ch3o2h     8/ 2/95 thermc   1h   4o   2    0g   300.000  5000.000 1390.00     21
 8.43117091e+00 8.06817909e-03-2.77094921e-06 4.31332243e-10-2.50692146e-14    2
-1.96678771e+04-1.86137916e+01 3.23442817e+00 1.90129767e-02-1.13386287e-05    3
 3.40306653e-09-4.11830222e-13-1.77197926e+04 9.75951075e+00                   4
soot              p 4/83c  80    0    0    0c   200.000  5000.000  1000.00     1
 0.14556924e+01 0.17170638e-02-0.69758410e-06 0.13528316e-09-0.96764905e-14    2
-0.69512804e+03-0.85256842e+01-0.31087207e+00 0.44035369e-02 0.19039412e-05    3
-0.63854697e-08 0.29896425e-11-0.10865079e+03 0.11138295e+01                   4
nox               121286n   1o   1          g  0300.00   5000.00   1000.00     1
 0.03245435e+02 0.01269138e-01-0.05015890e-05 0.09169283e-09-0.06275419e-13    2
 0.09800840e+05 0.06417294e+02 0.03376542e+02 0.01253063e-01-0.03302751e-04    3
 0.05217810e-07-0.02446263e-10 0.09817961e+05 0.05829590e+02                   4
ch2               120186c   1h   2          g  0250.00   4000.00  1000.00      1
 0.03636408e+02 0.01933057e-01-0.01687016e-05-0.01009899e-08 0.01808256e-12    2
 0.04534134e+06 0.02156561e+02 0.03762237e+02 0.01159819e-01 0.02489585e-05    3
 0.08800836e-08-0.07332435e-11 0.04536791e+06 0.01712578e+02                   4
c2h2              121386c   2h   2          g  0300.00   5000.00  1000.00      1
 0.04436770e+02 0.05376039e-01-0.01912817e-04 0.03286379e-08-0.02156710e-12    2
 0.02566766e+06-0.02800338e+02 0.02013562e+02 0.01519045e+00-0.01616319e-03    3
 0.09078992e-07-0.01912746e-10 0.02612444e+06 0.08805378e+02                   4
c2h3               12787c   2h   3          g  0300.00   5000.00  1000.00      1
 0.05933468e+02 0.04017746e-01-0.03966740e-05-0.01441267e-08 0.02378644e-12    2
 0.03185435e+06-0.08530313e+02 0.02459276e+02 0.07371476e-01 0.02109873e-04    3
-0.01321642e-07-0.01184784e-10 0.03335225e+06 0.01155620e+03                   4
c3h6       5/27/97 thermc   3h   6    0    0g   300.000  5000.000 1388.000    11
 8.01595958e+00 1.37023634e-02-4.66249733e-06 7.21254402e-10-4.17370126e-14    2
-1.87821271e+03-2.00160668e+01 3.94615444e-01 2.89107662e-02-1.54886808e-05    3
 3.88814209e-09-3.37890352e-13 1.06688164e+03 2.19003736e+01                   4
ch3co                   h   3o   1c   2    0g    200.00   6000.00 1000.00    0 1
 5.94477310e+00 7.86672050e-03-2.88658820e-06 4.72708750e-10-2.85998610e-14    2
-3.78730750e+03-5.01367510e+00 4.16342570e+00-2.32616100e-04 3.42678200e-05    3
-4.41052270e-08 1.72756120e-11-2.65745290e+03 7.34682800e+00                   4
c2h ethynyl rad   t07/00c   2h   1    0    0g   200.000  6000.000 1000.        1   
 3.66459586e+00 3.82189487e-03-1.36509398e-06 2.13253692e-10-1.23098939e-14    2
 6.72238503e+04 3.91355399e+00 2.90180321e+00 1.32859725e-02-2.80508233e-05    3
 2.89300812e-08-1.07446930e-11 6.71171170e+04 6.17234595e+00                   4
c3h2                    h   2c   3    0    0g    200.00   6000.00 1000.00    0 1
 5.69445684e+00 6.53821901e-03-2.35907266e-06 3.82037384e-10-2.29227460e-14    2
 5.49264274e+04-6.96163733e+00 3.18167129e+00-3.37611741e-04 3.95343765e-05    3
-5.49792422e-08 2.28335240e-11 5.61816758e+04 9.06482468e+00                   4
c3h3                    h   3c   3    0    0g    200.00   6000.00 1000.00    0 1
 7.14221880e+00 7.61902005e-03-2.67459950e-06 4.24914801e-10-2.51475415e-14    2
 3.80693414e+04-1.25848435e+01 1.35110927e+00 3.27411223e-02-4.73827135e-05    3
 3.76309808e-08-1.18540923e-11 3.92663770e+04 1.52058924e+01                   4
c4h2                    h   2c   4    0    0g   200.00   6000.00  1000.00    0 1
 8.66700350e+00 6.71663710e-03-2.35449950e-06 3.73830790e-10-2.21189140e-14    2
 4.98569330e+04-2.11142050e+01-3.95185080e-01 5.19558130e-02-9.17866160e-05    3
 8.05239290e-08-2.69170880e-11 5.14517090e+04 2.09691010e+01                   4
c4h3                    h   3c   4    0    0g    298.15   6000.00 1000.00    0 1
 8.47620790e+00 8.87823270e-03-3.03284120e-06 4.73583020e-10-2.77166270e-14    2
 5.47565400e+04-1.71705510e+01 2.41732470e+00 2.41047820e-02-1.28134700e-05    3
-2.86062370e-09 3.91945270e-12 5.65064760e+04 1.44711070e+01                   4
c4h4  1-butene-3  t06/04c   4h   4    0    0g   200.000  6000.000 1000.        1 
 7.98456038e+00 1.20558816e-02-4.23587475e-06 6.73646140e-10-3.99059864e-14    2
 3.11993029e+04-1.67958975e+01 1.37368786e+00 2.88801256e-02-1.46863874e-05    3
-3.91045446e-09 4.78133572e-12 3.30633344e+04 1.75941274e+01                   4
c4h5   2-buyn-1yl t10/06c   4h   5    0    0g   200.000  6000.000 1000.        1  
 7.62618778e+00 1.47321922e-02-5.22511622e-06 8.36085367e-10-4.97358383e-14    2
 3.33816425e+04-1.26664026e+01 4.41575788e+00 1.36823548e-02 1.76533170e-05    3
-3.06168262e-08 1.27850098e-11 3.47871254e+04 6.39669972e+00                   4
c5h5 cy           t12/89c   5h   5    0    0g   200.000  6000.000 1000.        1  
 0.10844072e+02 0.15392831e-01-0.55630422e-05 0.90189440e-09-0.54156619e-13    2
 0.26950886e+05-0.35254983e+02-0.95902849e+00 0.31396777e-01 0.26724050e-04    3
-0.68942183e-07 0.33301983e-10 0.30779441e+05 0.29072780e+02                   4
c6h5o  phenoxy    t05/02c  6.h  5.o  1.   0.g   200.000  6000.000 1000.        1
 1.37221720e+01 1.74688771e-02-6.35504520e-06 1.03492308e-09-6.23410504e-14    2
 2.87274751e+02-4.88181680e+01-4.66204455e-01 4.13443975e-02 1.32412991e-05    3
-5.72872769e-08 2.89763707e-11 4.77858391e+03 2.76990274e+01                   4
A1   benzene      g 6/01c   6h   6    0    0g   200.000  6000.000 1000.        1  
 1.10809576e+01 2.07176746e-02-7.52145991e-06 1.22320984e-09-7.36091279e-14    2
 4.30641035e+03-4.00413310e+01 5.04818632e-01 1.85020642e-02 7.38345881e-05    3
-1.18135741e-07 5.07210429e-11 8.55247913e+03 2.16412893e+01                   4
A1-   phenyl rad  t04/02c   6h   5    0    0g   200.000  6000.000 1000.        1
 1.08444762e+01 1.73212473e-02-6.29233249e-06 1.02369961e-09-6.16216828e-14    2
 3.55598475e+04-3.53735134e+01 2.10306633e-01 2.04745507e-02 5.89743006e-05    3
-1.01534255e-07 4.47105660e-11 3.95468722e+04 2.52910455e+01                   4
A2 naphthalene    t 7/98c  10h   8    0    0g   200.000  6000.000              1   
 1.86129884e+01 3.04494175e-02-1.11224825e-05 1.81615474e-09-1.09601281e-13    2
 8.91578988e+03-8.00230396e+01-1.04919475e+00 4.62970781e-02 7.07591636e-05    3
-1.38408111e-07 6.20475407e-11 1.59848987e+04 3.02121626e+01                   4
A2-   naphtyl rad t 7/98c  10h   7    0    0g   200.000  6000.000              1  
 1.83535073e+01 2.77474314e-02-1.00885968e-05 1.64229575e-09-9.89002001e-14    2
 3.89261241e+04-7.48978150e+01-1.89559772e+00 5.83077290e-02 2.79388931e-05    3
-9.14375172e-08 4.46422302e-11 4.55409775e+04 3.52453263e+01                   4
A1c2h-   c6h4cch  h6w/94c   8h   5    0    0g   300.000  3000.000              1   
 1.23595010e+01 2.54533570e-02-1.06065540e-05 1.89146030e-09-1.06306220e-13    2
 6.09304610e+04-4.09002080e+01-4.44958590e+00 7.69950670e-02-6.66170380e-05    3
 2.50386820e-08-1.97566010e-12 6.52259260e+04 4.44279480e+01                   4
A1c2h c6h5cch     t12/06c  8.h  6.   0.   0.g   200.000  6000.000 1000.        1
 1.63582907e+01 2.11974105e-02-7.65817215e-06 1.24134505e-09-7.45327960e-14    2
 3.10375340e+04-6.22520227e+01-2.74707918e+00 7.78284438e-02-6.69709932e-05    3
 2.37972496e-08-8.43279765e-13 3.61131008e+04 3.54221257e+01                   4
A1c2h3            t12/94c   8h   8    0    0g   298.150  5000.000              1   
 0.16139277e+02 0.24210847e-01-0.72678359e-05 0.11392276e-08-0.72984881e-13    2
 0.10249251e+05-0.61169437e+02-0.10717708e+02 0.12666725e+00-0.17762493e-03    3
 0.14344049e-06-0.47616577e-10 0.16597133e+05 0.71526331e+02                   4
A2r5  acenaphth   t12/00c  12h   8    0    0g   300.000  5000.000              1  
 1.93183637e+01 3.90205238e-02-1.63352587e-05 3.10041991e-09-2.19199281e-13    2
 2.15445149e+04-8.32372261e+01-2.81264181e+00 7.04681002e-02 3.15341955e-05    3
-1.05176189e-07 5.08713845e-11 2.88462829e+04 3.75755975e+01                   4
A3     phenanthre t 1/94c  14h  10    0    0g   200.000  6000.000              1  
 0.26602474e+02 0.39769744e-01-0.14572026e-04 0.23843296e-08-0.14409548e-12    2
 0.12132838e+05-0.12266672e+03-0.33646717e+01 0.85073271e-01 0.37531110e-04    3
-0.12664499e-06 0.61445705e-10 0.22019878e+05 0.40596218e+02                   4
A3-   4-phenantr  t11/07c  14h   9    0    0g   298.150  5000.000              1 
 2.68173412e+01 3.76935761e-02-1.45586251e-05 2.58486800e-09-1.73198001e-13    2
 4.14405846e+04-1.21547559e+02-1.08929968e+01 1.41537035e-01-1.14205532e-04    3
 3.57710437e-08 0.00000000e+00 5.21136455e+04 7.37137024e+01                   4
A4      pyrene    t10/96c  16h  10    0    0g   200.000  6000.000              1  
 0.29910014e+02 0.42668069e-01-0.15733834e-04 0.25851725e-08-0.15667980e-12    2
 0.12786491e+05-0.14186953e+03-0.40420321e+01 0.91549657e-01 0.51443344e-04    3
-0.15276576e-06 0.73087530e-10 0.24094241e+05 0.43665312e+02                   4
c(s)              P 4/83c   1    0    0    0c   200.000  5000.000  1000.00     1
 0.14556924E+01 0.17170638E-02-0.69758410E-06 0.13528316E-09-0.96764905E-14    2
-0.69512804E+03-0.85256842E+01-0.31087207E+00 0.44035369E-02 0.19039412E-05    3
-0.63854697E-08 0.29896425E-11-0.10865079E+03 0.11138295E+01                   4
c4h9oh     2/12/ 9 thermc   4h  10o   1    0g   300.000  5000.000 1404.000    41
 1.49262803e+01 2.15140503e-02-7.28619800e-06 1.12363099e-09-6.48833180e-14    2
-4.06081405e+04-5.23687225e+01-6.33228274e-01 5.61201189e-02-3.58348685e-05    3
 1.14386491e-08-1.42875375e-12-3.50657543e+04 3.17521588e+01                   4
c4h8oh     2/12/ 9 thermc   4h   9o   1    0g   300.000  5000.000 1405.000    41
 1.48734893e+01 1.90136213e-02-6.42348232e-06 9.88881867e-10-5.70317709e-14    2
-1.85084580e+04-5.03291171e+01 9.92816677e-01 5.09978376e-02-3.43044074e-05    3
 1.19151741e-08-1.67980076e-12-1.36663743e+04 2.43356323e+01                   4
c4h8oho2   5/ 5/11 thermc   4h   9o   3    0g   300.000  5000.000 1396.000    61
 1.89120862e+01 2.02526112e-02-6.94225752e-06 1.07921529e-09-6.26651805e-14    2
-4.07970291e+04-6.69028617e+01 3.61860607e+00 5.68332133e-02-4.12486845e-05    3
 1.60924891e-08-2.63256932e-12-3.55106319e+04 1.50300425e+01                   4
c4h7ohooh       11 thermc   4h   9o   3    0g   300.000  5000.000 1386.000    61
 1.98248103e+01 1.86203271e-02-6.21190922e-06 9.49491968e-10-5.45275945e-14    2
-3.13510418e+04-6.92022341e+01 2.87544649e+00 5.64465881e-02-3.71201866e-05    3
 1.17976445e-08-1.40574901e-12-2.53859976e+04 2.22914488e+01                   4
c4h7ohooho2     11 thermc   4h   9o   5    0g   300.000  5000.000 1400.000    81
 2.47054669e+01 1.96541583e-02-6.75423230e-06 1.05192223e-09-6.11636036e-14    2
-5.51718478e+04-9.18952610e+01 5.24253885e+00 6.95694331e-02-5.69274095e-05    3
 2.43580632e-08-4.23410458e-12-4.88435872e+04 1.10772891e+01                   4
c4ohket     5/5/11 thermc   4h   8o   4    0g   300.000  5000.000 1394.000    61
 2.12924728e+01 1.84854934e-02-6.39052328e-06 9.99235156e-10-5.82604271e-14    2
-7.17379201e+04-7.67044732e+01 4.69717036e+00 5.90263474e-02-4.52484886e-05    3
 1.83435414e-08-3.07502870e-12-6.61049270e+04 1.18723376e+01                   4
c4ket      7/19/ 0 thermc   4h   8o   3    0g   300.000  5000.000 1386.000    51
 1.96430808e+01 1.80940566e-02-6.33063232e-06 9.97860399e-10-5.85076458e-14    2
-4.59588851e+04-7.16905094e+01 2.74883461e+00 5.86936745e-02-4.49605895e-05    3
 1.83200130e-08-3.11765369e-12-4.01065878e+04 1.88072090e+01                   4
c3h7cho           t05/09 c  4h   8o   1    0g   200.000  6000.000 1000.00      1
 1.02351219e+01 2.32201057e-02-8.46144199e-06 1.37589764e-09-8.27046434e-14    2
-3.00345804e+04-2.82583105e+01 5.30068149e+00 5.00213349e-03 8.12219686e-05    3
-1.07815910e-07 4.25781054e-11-2.71198341e+04 4.93592991e+00-2.47924787e+04    4
c3h7co     9/27/95 thermc   4h   7o   1    0g   300.000  5000.000 1380.00     31
 1.30026331e+01 1.63104877e-02-5.57642899e-06 8.65670629e-10-5.02255667e-14    2
-1.25523385e+04-4.02608515e+01 2.67256826e+00 3.71198825e-02-2.06862859e-05    3
 5.48873888e-09-5.35864183e-13-8.58050888e+03 1.64848950e+01                   4
c3ket      7/19/ 0 thermc   3h   6o   3    0g   300.000  5000.000 1371.000    41
 1.56377776e+01 1.44059342e-02-5.08808082e-06 8.07076119e-10-4.75295650e-14    2
-4.30657975e+04-5.13105869e+01 4.55686367e+00 3.57076837e-02-1.94712054e-05    3
 4.70695431e-09-3.69753807e-13-3.86710975e+04 9.97761694e+00                   4
ch3coch2          a10/04c  3 h  5 o  1    0 g   200.000  6000.00  1000.00      1
 7.54410697e+00 1.43443222e-02-5.08381081e-06 8.13200521e-10-4.83673315e-14    2
-7.48672286e+03-1.14792587e+01 4.70187196e+00 5.51653762e-03 4.27505858e-05    3
